Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.007689958322,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.01770695834,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.02772295836,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.03773995832,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.04775695835,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.05777295836,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.06778995832,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.07780595834,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.08782295836,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.09783995833,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1078559583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1178729584,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1278899583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1379059583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1479229583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1579399583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1679559583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1779729583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1879889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.1980059583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2080229583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2180389583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2280559583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2380729583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2480889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2581059583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2681229583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2781389583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2881559583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.2981719584,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3081889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3182059583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3282219583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3382389583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3482559583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3582719583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3682889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3783059584,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3883219583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.3983389583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4083549583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4183719583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4283889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4384049583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4484219583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4584389583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4684549583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4784719583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4884889583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.4985049583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.5085219583,-0.42090010245060794,-1.156214137498039,0.36300129309411755,8.696651038584314
0.5185389583,-0.5139342965486471,-1.1851832273019607,0.5349908930156863,8.694810918466667
0.5285549583,-0.6534308703525687,-1.223448644772549,0.6611969663686275,8.669786876878431
0.5385719583,-0.7967517209800197,-1.2825896081058823,0.7349026387882353,8.61761353252549
0.5485879583,-0.9044109622702157,-1.3426188781647057,0.7853048580823528,8.552170676211764
0.5586049584,-0.9288509851525688,-1.351055240909804,0.8269985897941177,8.55166773007451
0.5686219583,-0.8768471934172746,-1.2964562456411761,0.8785379492156862,8.615663997882352
0.5786379583,-0.7614662194760982,-1.1766584684254902,0.9616167713921567,8.564142436588234
0.5886549584,-0.6071474441231569,-1.0359311330999998,1.0452972720705882,8.45819514619608
0.5986719583,-0.4428719382211962,-0.9228418205431372,1.071123815952941,8.393274126607844
0.6086879583,-0.29735963141727456,-0.8440483883078431,1.029062752972549,8.385816745352942
0.6187049584,-0.21730654270943145,-0.8207821452490195,0.9413339153392156,8.434439484019608
0.6287219583,-0.19259414563100005,-0.8577309417215685,0.8179626122803921,8.48056950864706
