mean_x,mean_y,mean_z,mean_abs,std_x,std_y,std_z,std_abs,min_x,min_y,min_z,min_abs,max_x,max_y,max_z,max_abs,range_x,range_y,range_z,range_abs,variance_x,variance_y,variance_z,variance_abs,median_x,median_y,median_z,median_abs,rms_x,rms_y,rms_z,rms_abs,kurtosis_x,kurtosis_y,kurtosis_z,kurtosis_abs,skewness_x,skewness_y,skewness_z,skewness_abs
0.6148555033458235,-0.5275306738596967,0.19371640478350433,5.850820624267167,1.1721255742621752,1.0707242614249215,1.086625379112627,1.9541129290527357,-1.474352909035294,-3.3623976702588236,-3.723917069572549,3.352835795919608,4.281987885592745,2.1960725172409803,2.857532519647647,9.072731941705882,5.756340794628039,5.558470187499804,6.581449589220196,5.719896145786274,1.373878361839434,1.1464504440039438,1.1807547145316606,3.818557339491062,0.39896259621372543,-0.47422413141254915,0.3388659526512745,6.546925027262745,1.3236032834025757,1.19362433615724,1.1037575639667914,6.168521647594427,1.0285644274172272,1.2046326686876077,3.8737273513231703,-1.7503634011909461,1.0891243592188935,-0.5513279597767629,-1.2193548612925411,0.0328672277168899
0.009966572950446515,-1.0747085581395557,1.131411877761081,9.133578944660254,1.521613194785539,1.0800210247801274,0.7173211248503741,1.5942434859107235,-2.6073886267843136,-3.2388193441039212,-0.5780005641580392,6.5442970186352944,2.5934882443490195,0.961129537894902,2.751623755209804,12.954782521980391,5.2008768711333335,4.199948881998823,3.329624319367843,6.410485503345097,2.3153067145454544,1.1664454139671168,0.5145495961566061,2.5416122923687756,-0.027392426566862797,-1.083197198277451,1.1387381523910785,8.956180593952942,1.5216458349832362,1.5236285304842256,1.3396426513423128,9.271670649387298,-1.3794272432694938,-0.8769634089089995,-0.38966705371633514,-0.6458834976662722,-0.027214580479310985,-0.14676084606546771,-0.07315510076628931,0.33979446672160524
-0.09488830016674499,-1.177919655911829,1.0817565748251148,9.441414568666314,1.5674304138067552,1.0521321625578717,0.8052355169399986,1.7821854737547569,-2.6747015798470586,-3.158161647715686,-0.5235390651578433,6.60691649935294,2.5318293517666666,0.9430093718666667,2.8819341926568627,12.776238104882353,5.206530931613726,4.1011710195823525,3.4054732578147062,6.1693216055294124,2.4568381021264156,1.1069820874887037,0.6484042377416268,3.176185062862467,-0.028379204081225504,-1.216092686907843,1.0476003634643136,9.56647371547059,1.5702999368384856,1.5793912761795748,1.3485553473695435,9.60814727823669,-1.3612275495345312,-0.9736357298314249,-0.7185666826497692,-1.3135430727283335,0.0014855021644806458,0.013541637875596571,0.06196977070060833,0.03739985397271601
-0.18560561940050954,-1.194685904109155,1.0147933603685373,9.824134944868518,1.6831633076457557,1.0195854554174908,0.8504273405236623,2.04861747749864,-2.7580618027537254,-3.3830685149554314,-0.6219706979396081,6.4198596196862745,2.4850465805254904,0.8057126555215687,2.699431167245098,13.626298744588237,5.243108383279216,4.188781170477,3.321401865184706,7.206439124901962,2.833038720205001,1.0395545008988922,0.7232266615101491,4.19683356911289,-0.14735735387607854,-1.1909311895190982,0.9708238171059508,9.663092363088236,1.6933659280138027,1.5706141825336992,1.324021233122119,10.035460177993807,-1.4445401471097832,-0.9062754368617258,-0.8624199331166063,-1.3021579903485498,-0.0072820726520607445,0.006449149189048542,0.04058619902110512,0.07759620838469203
-0.17002594256635184,-1.245960113736579,1.0480503954235882,9.890572466474957,1.7173583230030567,0.9902552026944936,0.8946810413284344,2.0284844916871023,-2.981587008186275,-3.2841260820174507,-0.7085056702266672,6.455868774215686,2.546876153047647,0.7504685171235296,2.8653012402156857,13.339593622215688,5.528463161233923,4.034594599140981,3.573806910442353,6.883724848000002,2.949319609587871,0.9806053664635127,0.8004541657125317,4.114749333015081,-0.0671928638228433,-1.2775640868037255,0.9917746453098035,10.126006109666667,1.7257544526187512,1.5915470371578673,1.3779926694507747,10.09644358413433,-1.432212966969794,-0.9455683088508677,-0.9096926729019166,-1.4079746371213147,-0.027643199505053846,0.033464095841437724,0.07234892762224816,-0.020008831491021197
-0.16708788921709755,-1.2371584270318379,1.1035705835133587,10.481815932875515,1.7626940322091968,1.091252146452353,0.8758263539636306,2.591663379239783,-3.288768066735294,-3.620409325603922,-0.5554716579127457,6.667792819,3.131032377825784,1.0861103441254898,2.8658133819124703,16.183270190137254,6.419800444561078,4.706519669729412,3.421285039825216,9.515477371137255,3.107090251185917,1.1908312471368678,0.7670718022972268,6.716719071292571,-0.08243402663627458,-1.187917396896961,1.0984462086127447,10.325477233568627,1.770595553453397,1.6496642751519963,1.4088789284722947,10.797461938899152,-1.4266048551219535,-0.9590429828734295,-0.948793432361458,-0.9442602652772827,0.0034581023006032318,-0.015869815889131906,0.008968999031064686,0.3379331684435863
-0.23634653032463934,-1.154927647807499,0.9300181480638577,8.989319292251196,1.5830681580276063,0.931065462500017,0.9816898605224326,1.915599419255111,-3.0570039154980395,-2.9799344788274515,-1.0687091021019612,5.841722641162745,2.869508189964902,0.8867425673784308,3.1656103127041173,12.844548220921569,5.926512105462942,3.8666770462058824,4.2343194148060785,7.002825579758824,2.506104792960918,0.8668828954603705,0.9637149822525531,3.6695211350505184,-0.2984268923059804,-1.1420494007031377,0.9331026283372543,8.918022036539217,1.6006137808220366,1.4834893889511083,1.3522753928030642,9.191157841811336,-1.2553575606649638,-0.8963162839579097,-0.6941291185300651,-1.2319896534291463,0.021232193572056503,0.002981060925198042,0.03705501107413265,0.14820565605718836
-0.03265391951290805,-1.0520822269852648,0.8316339754090483,8.52815582593987,1.4558881372539556,1.1247521873749016,0.8162432245626766,1.9920125952856251,-2.717610413098039,-3.176108896437059,-0.7513501584094124,4.982084225039215,2.6715299497215685,1.963715983580392,2.7511336039156857,12.042018780058825,5.3891403628196075,5.139824880017451,3.502483762325098,7.05993455501961,2.1196102681967925,1.2650674830046258,0.6662530016444761,3.9681141797765718,-0.22957085656294113,-1.0997555269499024,0.8213337105008424,8.499801465666668,1.4562542863993042,1.540111845075838,1.1652759633233387,8.75771408366868,-1.1771758022008185,-0.6809403977851494,-0.5437463647503615,-1.2799126874752642,0.07140856001087002,0.21406049767630939,0.058573468029881455,0.04072282919779881
-0.3430605862207313,-1.1715427443419781,1.0021166057095383,9.379869501548626,1.674470432870051,0.969056846234511,0.8836040007168237,1.8011569552938063,-2.9775501134764704,-3.2075599917784325,-0.6576959645019614,6.329128040215687,2.3822826796784313,0.7372356721652937,2.8337798611294107,12.391515102058824,5.359832793154902,3.9447956639437263,3.491475825631372,6.062387061843137,2.803851230556016,0.9390711712339769,0.7807560300827765,3.2441663776032548,-0.3022646112760783,-1.1670823230051965,0.9864718347024894,9.565728320921568,1.7092518235690513,1.5203892833923525,1.3360365719251788,9.551236477215149,-1.4826473466437733,-0.8801050791525502,-0.8665687634930483,-1.3904278087630573,0.023318110312600282,-0.05098094942041286,0.0507090823131854,-0.028521257082243092
-0.33587883284093195,-1.172159276961801,1.1138327989527184,9.250873639516985,1.5826977854571411,1.0995193754964823,0.9186600865379358,1.7963420706823172,-3.0360977375278426,-3.4365889051803924,-0.9087198532803927,6.186222771980392,2.3405739659054903,1.4283811822941173,2.9433603113490188,13.099314104235296,5.376671703433333,4.86497008747451,3.8520801646294114,6.913091332254903,2.5049322800909386,1.2089428570921745,0.8439363545978879,3.226844834903235,-0.2720424609737253,-1.210890677164706,1.081528347531568,9.2931188117451,1.6179452618804897,1.6071403882859099,1.4438004912801263,9.42366743519811,-1.3812847813097928,-0.8674624427862483,-0.681144900684064,-1.1090254017345706,-0.0009491618438764619,0.0872612698403263,0.0006626885862796392,0.07415155997731389
