"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.161936333E0,-2.049913940E-1,3.590457628E0,-1.139349412E0,3.772469289E0
2.171927333E0,4.292060941E-1,3.499697147E0,-2.242851299E0,4.178813222E0
2.181919333E0,6.620308194E-1,3.290706550E0,-2.147843692E0,3.985005261E0
2.191910333E0,7.025865224E-1,3.266402013E0,-8.559449556E-1,3.449007350E0
2.201902333E0,9.957977825E-1,3.440560747E0,3.313023618E-1,3.597058900E0
2.211893333E0,1.694448836E0,3.900581083E0,1.055126556E0,4.381664260E0
2.221885333E0,2.545726252E0,4.338552153E0,1.487399515E0,5.245580450E0
2.231876333E0,3.176670934E0,4.618067772E0,2.318264886E0,6.065652500E0
2.241868333E0,3.368958668E0,4.792269775E0,3.671153882E0,6.913255596E0
2.251859333E0,3.488650295E0,4.759472743E0,4.768511953E0,7.586960387E0
2.261851333E0,3.714826736E0,4.533173218E0,5.402293997E0,7.970845471E0
2.271842250E0,3.856852096E0,4.089958364E0,5.358741596E0,7.766542281E0
2.281834250E0,4.080759525E0,3.427097533E0,4.420254128E0,6.923600389E0
2.291826250E0,3.515496324E0,2.457849618E0,3.538609782E0,5.560710237E0
2.301817250E0,1.997057888E0,1.537797251E0,4.032020059E0,4.755023275E0
2.311809250E0,5.861479935E-1,9.203897506E-1,4.551418869E0,4.680395335E0
2.321800250E0,-1.630091165E-1,1.862642241E-1,2.864702976E0,2.875376405E0
2.331792250E0,-2.141810243E-1,-6.961636484E-1,-8.361097383E-1,1.108871873E0
2.341783250E0,7.646659724E-2,-1.168642062E0,-4.744902358E0,4.887296778E0
2.351775250E0,-2.140089700E-1,-1.088143444E0,-5.937376209E0,6.040057305E0
2.361766250E0,-1.166705391E0,-1.161321348E0,-3.809690208E0,4.150133519E0
2.371758250E0,-1.755218364E0,-1.710119374E0,-1.577970546E0,2.914668219E0
2.381749250E0,-1.863606739E0,-2.447675462E0,-3.258618200E-1,3.093595185E0
2.391741250E0,-9.012339798E-1,-2.659539381E0,1.496372652E-1,2.812074629E0
2.401732250E0,7.166616476E-1,-2.834223779E0,9.045525670E-2,2.924826576E0
2.411724250E0,1.940335511E0,-3.227116910E0,-7.752253130E-1,3.844497331E0
2.421715250E0,2.340976202E0,-3.938699666E0,-2.131318584E0,5.053320052E0
2.431707250E0,1.815833379E0,-4.523814749E0,-3.270059154E0,5.869875435E0
2.441698250E0,4.030336280E-1,-4.222262143E0,-2.758832997E0,5.059752288E0
2.451690250E0,-1.380706248E0,-2.841510580E0,-7.668620405E-1,3.250939788E0
2.461681250E0,-2.943864335E0,-1.527154734E0,1.628933709E0,3.694856402E0
2.471673250E0,-2.877288815E0,-4.625439942E-1,3.326913971E0,4.422792607E0
2.481664250E0,-1.448132538E0,3.964353740E-1,3.893098986E0,4.172585357E0
2.491656250E0,-2.822918773E-2,9.764943695E-1,2.852723200E0,3.015355335E0
2.501647250E0,1.175967600E0,5.702801120E-1,1.209381075E0,1.780652068E0
2.511639250E0,2.050195483E0,-8.640038806E-1,1.421192077E-1,2.229350151E0
2.521630250E0,2.018897677E0,-2.535504150E0,2.765268150E-1,3.252875067E0
2.531622250E0,1.891255298E0,-3.913408120E0,5.495797992E-1,4.381055543E0
2.541613250E0,2.296123380E0,-5.020474323E0,1.020353749E-1,5.521571898E0
2.551605250E0,3.037161047E0,-5.828464217E0,-8.038912877E-1,6.621297724E0
2.561596250E0,3.411753269E0,-5.916678820E0,-1.292301317E0,6.951056850E0
2.571588250E0,2.735571311E0,-4.865392131E0,-5.761343443E-1,5.611356500E0
2.581579250E0,1.597426279E0,-3.459044965E0,5.151271275E-1,3.844752105E0
2.591571250E0,6.827378565E-1,-2.803832291E0,1.101276290E0,3.088756379E0
2.601562250E0,8.895798942E-1,-2.548007836E0,7.831222701E-1,2.810156012E0
2.611554250E0,1.617562628E0,-3.109966775E0,9.081018269E-3,3.505493498E0
2.621545250E0,2.044314938E0,-4.342090303E0,-5.358125299E-1,4.829085507E0
2.631537250E0,2.044375896E0,-5.313370126E0,-8.639670432E-1,5.758282205E0
2.641528250E0,1.976100736E0,-5.738805935E0,-8.838133702E-1,6.133513981E0
2.651520250E0,1.768020258E0,-5.901979505E0,-5.802013752E-1,6.188367422E0
2.661511250E0,1.327974595E0,-5.763946039E0,-3.729865775E-1,5.926694648E0
2.671503250E0,9.929102813E-1,-5.259598546E0,-1.715970683E-1,5.355249130E0
2.681494250E0,8.299355172E-1,-4.580072565E0,-1.707085839E-1,4.657789077E0
2.691486250E0,2.556105206E-1,-3.810590680E0,-2.878704134E-1,3.829987917E0
2.701477250E0,1.923712023E-2,-3.068484288E0,-3.311418557E-1,3.086360449E0
2.711469250E0,3.056040683E-1,-2.538688543E0,-3.058187342E-1,2.575239497E0
2.721461250E0,5.462606272E-1,-2.200764502E0,-1.292981641E-1,2.271229421E0
2.731452250E0,7.569125645E-1,-1.960630465E0,-1.936188519E-1,2.110563127E0
2.741444250E0,9.965849639E-1,-1.847648810E0,-4.763399148E-1,2.152646611E0
2.751435250E0,1.571030632E0,-2.016410564E0,-5.825526868E-1,2.621720130E0
2.761427250E0,2.087564161E0,-2.428021801E0,-8.119187839E-1,3.303396147E0
2.771418250E0,2.003410449E0,-2.928152282E0,-1.039138807E0,3.696963440E0
2.781410250E0,1.535430883E0,-3.620347425E0,-1.112660819E0,4.086866474E0
2.791401250E0,9.802115907E-1,-4.204943275E0,-1.147650558E0,4.467601651E0
2.801393250E0,4.266971270E-1,-4.506237434E0,-8.882306492E-1,4.612721533E0
2.811384250E0,3.586853843E-2,-4.889904243E0,-7.591861081E-1,4.948617343E0
2.821376250E0,-4.717376079E-1,-5.460245751E0,-6.579826458E-1,5.519942137E0
2.831367250E0,-1.020589173E0,-6.407702848E0,-5.450740810E-1,6.511325810E0
2.841359250E0,-1.167684069E0,-7.772458768E0,-7.464472179E-1,7.895048122E0
2.851350250E0,-1.389306040E0,-9.328147330E0,-9.091825385E-1,9.474762096E0
2.861342250E0,-1.833345205E0,-1.075272787E1,-8.994187117E-1,1.094491961E1
2.871333250E0,-2.042067415E0,-1.192795974E1,-6.434755576E-1,1.211859413E1
2.881325250E0,-2.224704319E0,-1.317734367E1,-6.139342546E-1,1.337791503E1
2.891316250E0,-2.330993689E0,-1.443472658E1,-4.798096526E-1,1.462959604E1
2.901308250E0,-2.276966878E0,-1.502240450E1,-8.434023857E-3,1.519398849E1
2.911299250E0,-2.058909589E0,-1.485373572E1,9.231572378E-1,1.502414033E1
2.921291250E0,-1.723772915E0,-1.440434679E1,1.596235055E0,1.459467594E1
2.931282250E0,-1.244175517E0,-1.389197399E1,1.591944515E0,1.403813383E1
2.941274250E0,-1.023505399E-1,-1.280445971E1,1.925562082E0,1.294883985E1
2.951265250E0,2.003183285E0,-1.053307370E1,3.200769356E0,1.118942847E1
2.961257250E0,3.482668886E0,-7.424716668E0,3.862010217E0,9.064795810E0
2.971248250E0,4.238901857E0,-4.155483432E0,3.724596848E0,7.007778050E0
2.981240250E0,4.877804600E0,-1.118194039E0,3.053066350E0,5.862128433E0
2.991231250E0,5.272027972E0,1.777179921E0,1.646596978E0,5.802062480E0
3.001223250E0,6.199294049E0,6.530639387E0,-7.736922315E0,1.187183492E1
3.011214250E0,8.300641267E0,9.421137355E0,-1.290287536E1,1.800396254E1
3.021206250E0,7.721569281E0,8.879640747E0,-6.531355087E0,1.345842677E1
3.031197250E0,5.774366947E0,8.857280409E0,-4.056666073E0,1.132480770E1
3.041189250E0,1.881011268E0,7.121047370E0,-1.418685668E0,7.500679173E0
3.051180250E0,-3.843579501E0,6.008390644E0,-2.015615927E0,7.411920741E0
3.061172250E0,-9.862386374E0,4.920640717E0,-1.409246800E0,1.111149615E1
3.071163250E0,-1.171761084E1,3.592635131E0,3.558583871E0,1.276216871E1
3.081155250E0,-1.160959990E1,4.224209266E0,7.390961276E0,1.439628641E1
